_key,season,home_team_name,away_team_name,half_time_score,full_time_score,full_time_result,home_GK_name,home_GK_assistence,home_GK_won_contest,home_GK_tackles,home_GK_goals,home_GK_red_card,home_GK_yellow_card,home_GK_touches,home_GK_lost,home_GK_rate,home_GK_fouls,home_GK_blocks,home_DC_name,home_DC_assistence,home_DC_won_contest,home_DC_tackles,home_DC_goals,home_DC_red_card,home_DC_yellow_card,home_DC_touches,home_DC_lost,home_DC_rate,home_DC_fouls,home_DC_blocks,home_DR_name,home_DR_assistence,home_DR_won_contest,home_DR_tackles,home_DR_goals,home_DR_red_card,home_DR_yellow_card,home_DR_touches,home_DR_lost,home_DR_rate,home_DR_fouls,home_DR_blocks,home_DL_name,home_DL_assistence,home_DL_won_contest,home_DL_tackles,home_DL_goals,home_DL_red_card,home_DL_yellow_card,home_DL_touches,home_DL_lost,home_DL_rate,home_DL_fouls,home_DL_blocks,home_DMC_name,home_DMC_assistence,home_DMC_won_contest,home_DMC_tackles,home_DMC_goals,home_DMC_red_card,home_DMC_yellow_card,home_DMC_touches,home_DMC_lost,home_DMC_rate,home_DMC_fouls,home_DMC_blocks,home_ML_name,home_ML_assistence,home_ML_won_contest,home_ML_tackles,home_ML_goals,home_ML_red_card,home_ML_yellow_card,home_ML_touches,home_ML_lost,home_ML_rate,home_ML_fouls,home_ML_blocks,home_MR_name,home_MR_assistence,home_MR_won_contest,home_MR_tackles,home_MR_goals,home_MR_red_card,home_MR_yellow_card,home_MR_touches,home_MR_lost,home_MR_rate,home_MR_fouls,home_MR_blocks,home_MC_name,home_MC_assistence,home_MC_won_contest,home_MC_tackles,home_MC_goals,home_MC_red_card,home_MC_yellow_card,home_MC_touches,home_MC_lost,home_MC_rate,home_MC_fouls,home_MC_blocks,home_FW_name,home_FW_assistence,home_FW_won_contest,home_FW_tackles,home_FW_goals,home_FW_red_card,home_FW_yellow_card,home_FW_touches,home_FW_lost,home_FW_rate,home_FW_fouls,home_FW_blocks,home_Sub_name,home_Sub_assistence,home_Sub_won_contest,home_Sub_tackles,home_Sub_goals,home_Sub_red_card,home_Sub_yellow_card,home_Sub_touches,home_Sub_lost,home_Sub_rate,home_Sub_fouls,home_Sub_blocks,home_AMC_name,home_AMC_assistence,home_AMC_won_contest,home_AMC_tackles,home_AMC_goals,home_AMC_red_card,home_AMC_yellow_card,home_AMC_touches,home_AMC_lost,home_AMC_rate,home_AMC_fouls,home_AMC_blocks,home_AMR_name,home_AMR_assistence,home_AMR_won_contest,home_AMR_tackles,home_AMR_goals,home_AMR_red_card,home_AMR_yellow_card,home_AMR_touches,home_AMR_lost,home_AMR_rate,home_AMR_fouls,home_AMR_blocks,home_AML_name,home_AML_assistence,home_AML_won_contest,home_AML_tackles,home_AML_goals,home_AML_red_card,home_AML_yellow_card,home_AML_touches,home_AML_lost,home_AML_rate,home_AML_fouls,home_AML_blocks,home_DMR_name,home_DMR_assistence,home_DMR_won_contest,home_DMR_tackles,home_DMR_goals,home_DMR_red_card,home_DMR_yellow_card,home_DMR_touches,home_DMR_lost,home_DMR_rate,home_DMR_fouls,home_DMR_blocks,home_DML_name,home_DML_assistence,home_DML_won_contest,home_DML_tackles,home_DML_goals,home_DML_red_card,home_DML_yellow_card,home_DML_touches,home_DML_lost,home_DML_rate,home_DML_fouls,home_DML_blocks,home_FWR_name,home_FWR_assistence,home_FWR_won_contest,home_FWR_tackles,home_FWR_goals,home_FWR_red_card,home_FWR_yellow_card,home_FWR_touches,home_FWR_lost,home_FWR_rate,home_FWR_fouls,home_FWR_blocks,home_FWL_name,home_FWL_assistence,home_FWL_won_contest,home_FWL_tackles,home_FWL_goals,home_FWL_red_card,home_FWL_yellow_card,home_FWL_touches,home_FWL_lost,home_FWL_rate,home_FWL_fouls,home_FWL_blocks
1119,16-17,Southampton,Manchester City,0 : 0,0 : 3,A,Fraser Forster,,,,,,,29,,4.83,,2,Jack Stephens,,,5,,,,56,,6.92,2,,Cédric Soares,,,4,,,1,55,1,5.78,1,,Ryan Bertrand,,1,1,,,,80,,6.49,1,,Pierre-Emile Højbjerg,,,4,,,1,96,1,6.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manolo Gabbiadini,,,1,,,,11,,6.34,,,Sofiane Boufal,,2,1,,,,34,,6.41,,,Dusan Tadic,,,1,,,,55,1,6.17,1,,James Ward-Prowse,,,,,,,18,1,6.25,1,,Nathan Redmond,,3,1,,,,50,2,6.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,16-17,Burnley,West Bromwich Albion,0 : 0,2 : 2,D,Tom Heaton,,,,,,,32,,6.07,,1,Kevin Long,,,1,,,,52,4,6.91,1,,Matthew Lowton,,,1,,,,64,1,6.8,,,Stephen Ward,,,,,,,58,6,6.02,,,,,,,,,,,,,,,Scott Arfield,,,1,,,,40,,6.6,1,,George Boyd,,2,2,,,,45,3,6.26,,,Ashley Westwood,,,,,,,52,1,6.06,1,,Sam Vokes,,,,2,,,34,7,8.4,1,,Johann Berg Gudmundsson,,,1,,,,10,1,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,16-17,Stoke,Hull,1 : 0,3 : 1,H,Lee Grant,,,,,,,42,,7.01,,2,Marc Muniesa,,1,3,,,,64,,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoff Cameron,,,2,,,,74,,7.03,2,,Saido Berahino,,,1,,,,16,,5.97,1,,Phil Bardsley,,,,,,,,,0,,,Marko Arnautovic,1,2,,1,,,44,1,7.79,1,,,,,,,,,,,,,,,,,,,,,,,,,,Glen Johnson,,2,2,,,,65,2,7.4,1,,Erik Pieters,,,3,,,,54,1,6.64,3,,,,,,,,,,,,,,,,,,,,,,,,,
1122,16-17,Chelsea,Middlesbrough,2 : 0,3 : 0,H,Thibaut Courtois,,,,,,,23,,6.95,,1,Gary Cahill,,,3,,,,69,1,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cesc Fàbregas,2,,2,,,,130,1,8.99,1,,Diego Costa,,1,,1,,,49,5,7.53,1,,Kurt Zouma,,,,,,,,,0,,,Pedro,,2,,,,,49,,7.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Moses,,1,2,,,,42,,7.16,,,Marcos Alonso,,2,2,1,,,61,,8.54,1,,,,,,,,,,,,,,,,,,,,,,,,,
1123,16-17,Sunderland,West Ham,1 : 1,2 : 2,D,Jordan Pickford,,,,,,,29,,6.01,,1,Jason Denayer,,1,,,,,45,1,6.46,2,,Billy Jones,,,7,,,,38,2,7,1,,Javier Manquillo,,,3,,,,55,1,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Cattermole,,,1,,,1,48,1,5.93,2,,Jermain Defoe,,2,,,,,28,,6.7,,,Adnan Januzaj,,,,,,,7,2,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wahbi Khazri,,3,1,1,,,66,1,8.38,4,,Victor Anichebe,,,1,,,,40,1,6.52,2,
1124,16-17,Hull,Sunderland,0 : 0,0 : 2,A,Eldin Jakupovic,,,,,,,35,,6.15,,3,Andrea Ranocchia,,,1,,,,59,5,6.08,,,Ahmed El Mohamady,,,2,,,1,66,3,6.25,2,,Andrew Robertson,,1,2,,,,69,,6.55,1,,,,,,,,,,,,,,Kamil Grosicki,,1,,,,1,57,1,6.39,1,,Lazar Markovic,,,1,,,,42,,6.53,2,,Sam Clucas,,,3,,,1,84,,6.97,2,,Oumar Niasse,,,1,,,,34,2,6.12,,,Shaun Maloney,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,16-17,Tottenham,Bournemouth,2 : 0,4 : 0,H,Hugo Lloris,,,,,,,33,,6.72,,1,Toby Alderweireld,,,1,,,,88,3,6.91,,,Kyle Walker,,,,,,,70,,7.27,2,,Ben Davies,,,,,,,78,1,7.3,,,Mousa Dembélé,,1,1,1,,,77,,8.23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Kane,1,2,2,1,,,39,,8.84,,,Josh Onomah,,,,,,,,,0,,,Dele Alli,,1,,,,,61,1,6.66,3,,Christian Eriksen,1,1,1,,,,94,,8.33,,,Son Heung-Min,,2,1,1,,,74,,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,16-17,Leicester,Watford,1 : 0,3 : 0,H,Kasper Schmeichel,,,,,,,52,,8.73,,7,Yohan Benalouane,,,3,,,,30,3,7.75,1,,Danny Simpson,,,4,,,,40,1,7.84,2,,Christian Fuchs,,,6,,,,73,2,7.62,,,,,,,,,,,,,,,Marc Albrighton,,2,,1,,,58,,7.89,,,Riyad Mahrez,,1,2,1,,,59,1,8.2,1,,Daniel Drinkwater,,,1,,,,53,,6.89,,,Jamie Vardy,1,1,2,,,,29,4,8.18,,,Ben Chilwell,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,16-17,Watford,Swansea,1 : 0,1 : 0,H,Heurelho Gomes,,,,,,,46,,7.74,,4,Adrian Mariappa,,,1,,,,69,2,7.75,,,Daryl Janmaat,,2,3,,,,51,,7.38,2,,José Holebas,,2,4,,,,86,,7.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdoulaye Doucouré,,1,2,,,,87,1,7.29,,,Troy Deeney,,2,1,,,,45,8,7.26,1,,Stefano Okaka,,2,,,,,10,1,6.35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordin Amrabat,,,1,,,,27,,6.24,1,,MBaye Niang,,4,,,,,56,4,7.25,1,
1128,16-17,Liverpool,Southampton,0 : 0,0 : 0,D,Simon Mignolet,,,,,,,40,,7.12,,,Dejan Lovren,,,1,,,1,79,,7.28,1,,Nathaniel Clyne,,,,,,,65,,6.62,,,James Milner,,2,2,,,,101,,7.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Leiva,,1,1,,,,96,1,7,1,,Divock Origi,,,,,,,22,2,5.6,2,,Trent Alexander-Arnold,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Firmino,,3,3,,,,71,4,7.12,2,,Philippe Coutinho,,2,1,,,,83,1,7.07,,
1129,16-17,West Bromwich Albion,Liverpool,0 : 1,0 : 1,A,Ben Foster,,,,,,,37,,5.94,,1,Jonny Evans,,2,1,,,1,53,,6.78,4,,Craig Dawson,,,1,,,,52,6,6.41,3,,Chris Brunt,,,3,,,1,70,2,6.56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darren Fletcher,,2,2,,,,42,,6.44,1,,Hal Robson-Kanu,,,,,,1,22,4,6.09,4,,Salomón Rondón,,2,,,,,12,5,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt Phillips,,1,1,,,,51,3,6.46,1,,Nacer Chadli,,,2,,,,22,,5.86,,
1130,16-17,Manchester City,Crystal Palace,1 : 0,5 : 0,H,Willy Caballero,,,,,,,21,,7.33,,2,Nicolas Otamendi,,,2,1,,,76,2,8.78,1,,Fernandinho,,4,2,,,,82,1,8.72,1,,Gael Clichy,,2,1,,,,80,1,7.81,1,,Yaya Touré,,2,2,,,,124,5,8.05,1,,Raheem Sterling,,1,1,1,,,60,,8.21,2,,Leroy Sané,,4,,,,,58,1,7.85,1,,Kevin De Bruyne,2,3,1,1,,,99,,10,1,,Gabriel Jesus,1,3,2,,,,54,1,8.46,1,,Jesús Navas,,,,,,,5,,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,16-17,Arsenal,Sunderland,0 : 0,2 : 0,H,Petr Cech,,,,,,,27,,7.45,1,2,Nacho Monreal,,,4,,,1,69,1,7.43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Ramsey,,1,,,,,59,1,7.12,,,Olivier Giroud,,,,,,,33,1,7.21,1,,Mohamed El Neny,,,,,,,,,0,,,Mesut Özil,1,2,1,,,1,111,,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Bellerín,,,1,,,1,68,,7.32,2,,Kieran Gibbs,,1,1,,,,47,3,6.65,1,,,,,,,,,,,,,,,,,,,,,,,,,
1132,16-17,Swansea,Everton,1 : 0,1 : 0,H,Lukasz Fabianski,,,,,,,31,,6.99,,2,Federico Fernandez,,,1,,,,54,,7.57,,,Kyle Naughton,,,3,,,,60,1,7.17,,,Martin Olsson,,,,,,,56,3,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon Britton,,,2,,,,34,,6.82,1,,Fernando Llorente,,,,1,,,42,3,7.82,3,,Jack Cork,,,1,,,,8,1,6.24,,,Gylfi Sigurdsson,,2,1,,,,51,2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,16-17,Bournemouth,Middlesbrough,2 : 0,4 : 0,H,Artur Boruc,,,,,,,28,,7,,2,Steve Cook,,,2,,,,58,5,7.74,,,Adam Smith,,,3,,,,79,1,7.31,1,,Charlie Daniels,,2,2,1,,,107,1,8.23,1,,,,,,,,,,,,,,Marc Pugh,1,5,2,1,,,79,,9.68,,,Ryan Fraser,1,1,1,,,,47,,7.83,,,Harry Arter,1,2,7,,,,123,,8.9,2,,Benik Afobe,,,2,1,,,32,1,8.3,,,Junior Stanislas,,,,,,,15,,6.12,,,Joshua King,,3,1,1,,,48,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,16-17,West Ham,Tottenham,0 : 0,1 : 0,H,Adrian,,,,,,,32,,7.58,,5,Winston Reid,,,1,,,1,41,,7.19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheikhou Kouyaté,,,1,,,,38,2,7.08,4,,Jonathan Calleri,,,1,,,,30,2,6.28,,,Declan Rice,,,,,,,,,0,,,André Ayew,1,,2,,,,30,3,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Byram,,2,,,,1,54,4,6.81,1,,Aaron Cresswell,,1,,,,,51,2,6.95,1,,,,,,,,,,,,,,,,,,,,,,,,,
1135,16-17,Bournemouth,Burnley,1 : 0,2 : 1,H,Artur Boruc,,,,,,,40,,6.29,,2,Steve Cook,,1,1,,,,76,4,8.03,2,,Adam Smith,,,3,,,,76,1,6.93,,,Charlie Daniels,,,,,,,59,4,6.2,,,,,,,,,,,,,,,Marc Pugh,,3,1,,,,55,4,7.39,,,Junior Stanislas,,3,,1,,,60,2,7.75,,,Lewis Cook,1,,5,,,,72,4,7.62,1,,Lys Mousset,,,1,,,,21,4,6.48,,,Brad Smith,,,,,,,,,0,,,Joshua King,,4,,1,,,48,2,7.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,16-17,Crystal Palace,Hull,2 : 0,4 : 0,H,Wayne Hennessey,,,,,,,36,,7.18,,,James Tomkins,,,2,,,,27,3,7.16,1,,Joel Ward,,,1,,,,37,,7.42,,,Jeffrey Schlupp,,1,2,,,,40,1,7.98,1,,Luka Milivojevic,,,1,1,,,30,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Benteke,,,1,1,,,37,3,8.59,3,,James McArthur,1,,1,,,,14,1,7.27,,,Yohan Cabaye,,,1,,,1,22,,6.24,1,,Wilfried Zaha,,,2,1,,,39,1,7.51,3,,Andros Townsend,,,2,,,,18,,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,16-17,Everton,Watford,0 : 0,1 : 0,H,Joel Robles,,,,,,,42,,7.22,,2,Phil Jagielka,1,,2,,,,72,5,8.75,,,Mason Holgate,,,,,,,45,1,6.59,,,Leighton Baines,,1,,,,,86,2,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morgan Schneiderlin,,,2,,,,90,3,7.51,1,,Romelu Lukaku,,1,2,,,,40,1,6.85,,,Muhamed Besic,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross Barkley,,1,,1,,,70,,7.81,,,Kevin Mirallas,,2,,,,,50,3,6.74,1,
1138,16-17,Manchester City,Leicester,2 : 1,2 : 1,H,Willy Caballero,,,,,,,33,,6.81,,3,Nicolas Otamendi,,,3,,,,84,,6.83,,,Fernandinho,,1,1,,,,90,1,6.95,,,Gael Clichy,,,,,,,74,1,6.69,2,,Yaya Touré,,2,4,,,,104,,8.1,2,,Leroy Sané,1,1,3,,,,66,1,8.12,,,Raheem Sterling,,1,,,,,37,1,6.3,1,,Kevin De Bruyne,,,1,,,,65,,6.24,3,,Gabriel Jesus,,1,,1,,,43,2,7.21,1,,Sergio Agüero,,2,,,,1,11,,6.13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,16-17,Middlesbrough,Southampton,0 : 1,1 : 2,A,Brad Guzan,,,,,,,34,,5.51,1,2,Ben Gibson,,1,,,,1,46,3,6.18,2,,Fabio,,1,1,,,,61,1,6.67,,,George Friend,,2,1,,,,46,3,6.44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Clayton,,1,2,,,1,65,,6.68,3,,alvaro Negredo,,,1,,,,36,12,6.87,2,,Grant Leadbitter,,,,,,,20,2,6.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Bamford,,,3,1,,,38,,7.41,2,,Stewart Downing,,1,,,,,38,,6.15,,
1140,17-18,Arsenal,Leicester,2 : 2,4 : 3,H,Petr Cech,,,1,,,,27,,5.78,,,Nacho Monreal,,,2,,,,73,3,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Elneny,1,,4,,,,87,1,6.89,,,Alexandre Lacazette,,1,2,1,,,39,3,8.47,2,,Alex Iwobi,,,,,,,,,0,,,Mesut Özil,,2,1,,,,102,,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Bellerín,,1,3,,,,85,4,7.01,1,,Alex Oxlade Chamberlain,,8,3,,,,97,2,9.23,1,,,,,,,,,,,,,,,,,,,,,,,,,
1141,17-18,Brighton,Manchester City,0 : 0,0 : 2,A,Mat Ryan,,,,,,,34,,6.24,,3,Lewis Dunk,,,,,,,30,1,6.76,,,Bruno,,1,1,,,,46,,6.71,,,Markus Suttner,,,2,,,,41,1,6.51,,,,,,,,,,,,,,,Isaiah Brown,,1,,,,,12,,6.5,,,Solly March,,2,2,,,,36,,6.76,1,,Davy Pröpper,,2,1,,,,27,1,6.4,,,Tomer Hemed,,,,,,,23,7,6.25,,,Anthony Knockaert,,,1,,,,9,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,17-18,Chelsea,Burnley,0 : 3,2 : 3,A,Thibaut Courtois,,,,,,,40,,5.65,,2,Gary Cahill,,,,,1,,14,,5.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cesc Fàbregas,,1,,,1,,100,,5.35,3,,Michy Batshuayi,,,,,,,23,4,5.71,,,Andreas Christensen,,1,1,,,,55,2,6.75,,,Jeremie Boga,,,,,,,5,1,6.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,César Azpilicueta,,,3,,,,77,,6.85,2,,Marcos Alonso,,1,2,,,1,64,4,7.07,2,,,,,,,,,,,,,,,,,,,,,,,,,
1143,17-18,Crystal Palace,Huddersfield,0 : 2,0 : 3,A,Wayne Hennessey,,,,,,,40,,6.02,,4,Timothy Fosu-Mensah,,,4,,,,50,3,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jason Puncheon,,,3,,,1,62,1,5.99,1,,Christian Benteke,,,,,,,31,6,6.32,1,,James Tomkins,,,,,,,13,1,5.97,,,Wilfried Zaha,,4,1,,,,51,,6.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,Joel Ward,,,6,,,,61,,6.67,,,Patrick van Aanholt,,2,2,,,,78,,7.33,4,,,,,,,,,,,,,,,,,,,,,,,,,
1144,17-18,Everton,Stoke,1 : 0,1 : 0,H,Jordan Pickford,,,,,,,40,,7.5,,1,Phil Jagielka,,,,,,,82,3,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Idrissa Gueye,,1,5,,,,93,1,7.67,1,,Sandro Ramírez,,,1,,,,30,1,6.13,1,,Muhamed Besic,,,,,,,,,0,,,Davy Klaassen,,,1,,,,27,1,6.58,2,,,,,,,,,,,,,,,,,,,,,,,,,,Dominic Calvert-Lewin,1,,,,,,36,8,7.17,1,,Leighton Baines,,,,,,,41,1,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,17-18,Manchester United,West Ham,1 : 0,4 : 0,H,David de Gea,,,,,,,32,,7.03,,1,Eric Bailly,,,1,,,1,62,2,6.91,2,,Antonio Valencia,,1,2,,,1,65,,7.5,3,,Daley Blind,,1,2,,,,71,1,7.83,2,,Paul Pogba,,6,,1,,,85,1,9.13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romelu Lukaku,,1,,2,,,43,6,8.97,,,Anthony Martial,1,1,,1,,,11,,7.42,,,Henrikh Mkhitaryan,2,3,1,,,,60,,9.06,1,,Juan Mata,,1,2,,,,51,,7.27,1,,Marcus Rashford,1,2,1,,,,35,,7.78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,17-18,Newcastle United,Tottenham,0 : 0,0 : 2,A,Robert Elliot,,,,,,,40,,6.51,,4,Florian Lejeune,,,,,,,13,1,6.37,,,Javier Manquillo,,1,2,,,,49,1,6.44,1,,Paul Dummett,,,,,,,6,1,6.42,,,Jonjo Shelvey,,,1,,1,,18,1,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dwight Gayle,,,1,,,,16,4,6.25,1,,Jacob Murphy,,,,,,,,,0,,,Ayoze Pérez,,1,2,,,,32,2,6.27,1,,Matt Ritchie,,1,2,,,1,52,,6.6,,,Christian Atsu,,1,,,,,33,1,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,17-18,Southampton,Swansea,0 : 0,0 : 0,D,Fraser Forster,,,,,,,17,,6.52,,,Jack Stephens,,,,,,,47,1,6.88,,,Cédric Soares,,1,1,,,,81,3,6.72,1,,Ryan Bertrand,,,1,,,,84,1,7.37,1,,Oriol Romeu,,,3,,,1,93,3,7.71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manolo Gabbiadini,,,,,,,22,3,6.34,2,,Stuart Taylor,,,,,,,,,0,,,Dusan Tadic,,3,2,,,,73,1,7.39,1,,James Ward-Prowse,,,,,,,43,1,7.11,,,Nathan Redmond,,,,,,1,55,1,6.51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,17-18,Watford,Liverpool,2 : 1,3 : 3,D,Heurelho Gomes,,,,,,,48,,5.65,1,2,Miguel Britos,,,1,1,,,51,2,7.15,,,Daryl Janmaat,,,1,,,,15,,6.64,1,,José Holebas,1,2,5,,,,69,1,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nathaniel Chalobah,,,2,,,,31,,6.44,,,Stefano Okaka,,3,,1,,,30,10,7.44,3,,Richarlison,,,1,,,,17,2,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordin Amrabat,,1,3,,,,51,4,6.68,6,,Roberto Pereyra,,1,,,,,10,1,6.47,,
1149,17-18,West Bromwich Albion,Bournemouth,1 : 0,1 : 0,H,Ben Foster,,,1,,,,26,,7.06,,2,Ahmed Hegazi,,,,1,,,44,3,8.85,1,,Allan Nyom,,,2,,,,48,,6.88,,,Chris Brunt,1,,3,,,,57,,7.73,1,,Claudio Yacob,,,2,,,1,28,1,6.93,2,,James McClean,,,7,,,,34,2,7.45,2,,Matt Phillips,,1,,,,,37,,7.08,,,Jake Livermore,,,3,,,,42,1,7.41,,,Jay Rodriguez,,,,,,1,32,7,6.52,4,,Jonathan Leko,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,17-18,Bournemouth,Watford,0 : 0,0 : 2,A,Asmir Begovic,,,,,,,36,,6.67,,5,Nathan Aké,,,3,,,,72,3,6.53,1,,Adam Smith,,1,3,,,,57,1,6.68,2,,Charlie Daniels,,1,,,,,72,,6.37,,,,,,,,,,,,,,,Jordon Ibe,,1,,,,,35,1,6.49,,,Ryan Fraser,,,,,,,31,1,5.81,,,Harry Arter,,,,,,,69,,6.12,,,Benik Afobe,,,1,,,,18,4,6.43,1,,Dan Gosling,,,,,,,,,0,,,Joshua King,,,1,,,,30,,5.93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,17-18,Burnley,West Bromwich Albion,0 : 0,0 : 1,A,Tom Heaton,,,,,,,34,,5.84,,,Ben Mee,,,,,,,67,6,7.33,,,Matthew Lowton,,1,1,,,,67,,6.15,1,,Stephen Ward,,,4,,,,72,1,6.99,2,,,,,,,,,,,,,,Robbie Brady,,2,1,,,,56,,6.61,1,,Johann Berg Gudmundsson,,1,,,,,34,1,6.52,,,Steven Defour,,1,1,,,,86,,6.61,,,Sam Vokes,,,,,,,37,6,6.55,,,Ashley Barnes,,1,,,,1,6,2,6.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
